3.1834,1.89817,1,5,0,0,embeded,0
3.5176,2.45933,1,5,0,0,embeded,0
4.04773,3.16218,1,5,0,0,embeded,0
4.47413,3.64537,1,5,0,0,embeded,0
5.28083,4.01446,1,5,0,0,embeded,0
6.73291,4.38792,1,5,0,0,embeded,0
9.39504,4.67614,1,5,0,0,embeded,0
12.7832,4.79135,1,5,0,0,embeded,0
16.17137,4.71751,1,5,0,0,embeded,0
19.55954,4.6282,1,5,0,0,embeded,0
22.9477,4.54044,1,5,0,0,embeded,0
26.33587,4.48477,1,5,0,0,embeded,0
29.72404,4.45693,1,5,0,0,embeded,0
33.1122,4.45693,1,5,0,0,embeded,0
36.50037,4.484,1,5,0,0,embeded,0
39.88854,4.5184,1,5,0,0,embeded,0
43.2767,4.57794,1,5,0,0,embeded,0
46.66487,4.63361,1,5,0,0,embeded,0
50.05303,4.69624,1,5,0,0,embeded,0
53.4412,4.76944,1,5,0,0,embeded,0
56.82937,4.89689,1,5,0,0,embeded,0
60.21753,4.94677,1,5,0,0,embeded,0
63.6057,5.0094,1,5,0,0,embeded,0
66.99387,5.06932,1,5,0,0,embeded,0
70.38203,5.13504,1,5,0,0,embeded,0
73.7702,5.18801,1,5,0,0,embeded,0
77.15837,5.25296,1,5,0,0,embeded,0
80.54653,5.32642,1,5,0,0,embeded,0
83.9347,5.37358,1,5,0,0,embeded,0
87.32287,5.43312,1,5,0,0,embeded,0
90.71103,5.5031,1,5,0,0,embeded,0
94.0992,5.59008,1,5,0,0,embeded,0
97.48737,5.68789,1,5,0,0,embeded,0
99.34279,5.73293,1,5,0,0,embeded,0
1.10003,1.97545,1,4,0,0,embeded,0
1.53303,2.6178,1,4,0,0,embeded,0
1.93897,3.23749,1,4,0,0,embeded,0
2.31785,3.76069,1,4,0,0,embeded,0
3.0756,4.2477,1,4,0,0,embeded,0
4.29341,4.65229,1,4,0,0,embeded,0
6.32311,5.04682,1,4,0,0,embeded,0
9.32706,5.28225,1,4,0,0,embeded,0
12.73694,5.23228,1,4,0,0,embeded,0
16.14683,5.12673,1,4,0,0,embeded,0
19.55671,5.02119,1,4,0,0,embeded,0
22.9666,4.96217,1,4,0,0,embeded,0
26.37648,4.89884,1,4,0,0,embeded,0
29.78637,4.89195,1,4,0,0,embeded,0
33.19625,4.92124,1,4,0,0,embeded,0
36.60614,4.96605,1,4,0,0,embeded,0
40.01603,5.0354,1,4,0,0,embeded,0
43.42591,5.13966,1,4,0,0,embeded,0
46.8358,5.23012,1,4,0,0,embeded,0
50.24568,5.29862,1,4,0,0,embeded,0
53.65557,5.36281,1,4,0,0,embeded,0
57.06545,5.43863,1,4,0,0,embeded,0
60.47534,5.52177,1,4,0,0,embeded,0
63.88522,5.61611,1,4,0,0,embeded,0
67.29511,5.68935,1,4,0,0,embeded,0
70.705,5.78067,1,4,0,0,embeded,0
74.11488,5.87114,1,4,0,0,embeded,0
77.52477,5.95773,1,4,0,0,embeded,0
80.93465,6.0693,1,4,0,0,embeded,0
84.34454,6.1658,1,4,0,0,embeded,0
87.75442,6.2567,1,4,0,0,embeded,0
91.16431,6.34587,1,4,0,0,embeded,0
94.57419,6.43462,1,4,0,0,embeded,0
97.98408,6.54662,1,4,0,0,embeded,0
100.17615,6.61189,1,4,0,0,embeded,0
1.03218,2.05648,1,3,0,0,embeded,0
1.55385,2.52683,1,3,0,0,embeded,0
1.97334,2.99461,1,3,0,0,embeded,0
2.5219,3.44263,1,3,0,0,embeded,0
2.87685,3.8372,1,3,0,0,embeded,0
3.58675,4.20417,1,3,0,0,embeded,0
4.63547,4.58819,1,3,0,0,embeded,0
6.97492,4.87215,1,3,0,0,embeded,0
10.36308,4.96532,1,3,0,0,embeded,0
13.75125,4.91545,1,3,0,0,embeded,0
17.13942,4.82846,1,3,0,0,embeded,0
20.52758,4.73181,1,3,0,0,embeded,0
23.91575,4.67266,1,3,0,0,embeded,0
27.30392,4.64637,1,3,0,0,embeded,0
30.69208,4.67343,1,3,0,0,embeded,0
34.08025,4.73375,1,3,0,0,embeded,0
37.46842,4.82344,1,3,0,0,embeded,0
40.85658,4.91197,1,3,0,0,embeded,0
44.24475,4.9978,1,3,0,0,embeded,0
47.63292,5.1076,1,3,0,0,embeded,0
51.02108,5.18569,1,3,0,0,embeded,0
54.40925,5.29781,1,3,0,0,embeded,0
57.79742,5.38634,1,3,0,0,embeded,0
61.18558,5.48918,1,3,0,0,embeded,0
64.57375,5.59666,1,3,0,0,embeded,0
67.96192,5.68905,1,3,0,0,embeded,0
71.35008,5.78957,1,3,0,0,embeded,0
74.73825,5.91213,1,3,0,0,embeded,0
78.12641,6.00143,1,3,0,0,embeded,0
81.51458,6.09615,1,3,0,0,embeded,0
84.90275,6.20247,1,3,0,0,embeded,0
88.29091,6.31072,1,3,0,0,embeded,0
91.67908,6.40003,1,3,0,0,embeded,0
95.06725,6.49088,1,3,0,0,embeded,0
98.13273,6.56988,1,3,0,0,embeded,0
1.0459,1.87499,1,2,0,0,embeded,0
1.12709,2.51376,1,2,0,0,embeded,0
1.47891,2.98569,1,2,0,0,embeded,0
2.02016,3.56468,1,2,0,0,embeded,0
2.44233,4.01641,1,2,0,0,embeded,0
3.23797,4.58996,1,2,0,0,embeded,0
4.45579,4.99706,1,2,0,0,embeded,0
6.89142,5.32447,1,2,0,0,embeded,0
10.30131,5.40588,1,2,0,0,embeded,0
13.71119,5.31542,1,2,0,0,embeded,0
17.12108,5.206,1,2,0,0,embeded,0
20.53097,5.10993,1,2,0,0,embeded,0
23.94085,5.09571,1,2,0,0,embeded,0
27.35074,5.15689,1,2,0,0,embeded,0
30.76062,5.26545,1,2,0,0,embeded,0
34.17051,5.39038,1,2,0,0,embeded,0
37.58039,5.52048,1,2,0,0,embeded,0
40.99028,5.66565,1,2,0,0,embeded,0
44.40016,5.80738,1,2,0,0,embeded,0
